"","sim_type","mean_comm","case","day"
"812","Lockdown-No Surge",5.68,10,25
"813","Lockdown-Travel Surge2",7.22,10,25
"814","Lockdown-Travel Surge3",8.78,10,25
"815","Control",10.44,10,26
"816","Lockdown-No Surge",6.66,10,26
"817","Lockdown-Travel Surge2",8.12,10,26
"818","Lockdown-Travel Surge3",10.06,10,26
"819","Control",11.94,10,27
"820","Lockdown-No Surge",7.76,10,27
"821","Lockdown-Travel Surge2",9.18,10,27
"822","Lockdown-Travel Surge3",11.44,10,27
"823","Control",13.92,10,28
"824","Lockdown-No Surge",8.92,10,28
"825","Lockdown-Travel Surge2",10.5,10,28
"826","Lockdown-Travel Surge3",12.68,10,28
"827","Control",16.22,10,29
"828","Lockdown-No Surge",10.08,10,29
"829","Lockdown-Travel Surge2",11.88,10,29
"830","Lockdown-Travel Surge3",13.86,10,29
"831","Control",17.82,10,30
"832","Lockdown-No Surge",11.4,10,30
"833","Lockdown-Travel Surge2",13.3,10,30
"834","Lockdown-Travel Surge3",15.54,10,30
"835","Control",20.12,10,31
"836","Lockdown-No Surge",12.5,10,31
"837","Lockdown-Travel Surge2",14.74,10,31
"838","Lockdown-Travel Surge3",17.52,10,31
"839","Control",22.68,10,32
"840","Lockdown-No Surge",13.82,10,32
"841","Lockdown-Travel Surge2",16,10,32
"842","Lockdown-Travel Surge3",19.16,10,32
"843","Control",24.68,10,33
"844","Lockdown-No Surge",15.02,10,33
"845","Lockdown-Travel Surge2",17.46,10,33
"846","Lockdown-Travel Surge3",20.78,10,33
"847","Control",27.28,10,34
"848","Lockdown-No Surge",16.44,10,34
"849","Lockdown-Travel Surge2",18.74,10,34
"850","Lockdown-Travel Surge3",22.62,10,34
"851","Control",30,10,35
"852","Lockdown-No Surge",17.86,10,35
"853","Lockdown-Travel Surge2",20.54,10,35
"854","Lockdown-Travel Surge3",24.2,10,35
"855","Control",32.34,10,36
"856","Lockdown-No Surge",19.64,10,36
"857","Lockdown-Travel Surge2",22.08,10,36
"858","Lockdown-Travel Surge3",25.76,10,36
"859","Control",34.34,10,37
"860","Lockdown-No Surge",21.38,10,37
"861","Lockdown-Travel Surge2",24.04,10,37
"862","Lockdown-Travel Surge3",27.5,10,37
"863","Control",36.6,10,38
"864","Lockdown-No Surge",23.06,10,38
"865","Lockdown-Travel Surge2",25.56,10,38
"866","Lockdown-Travel Surge3",29.08,10,38
"867","Control",38.58,10,39
"868","Lockdown-No Surge",24.7,10,39
"869","Lockdown-Travel Surge2",27.08,10,39
"870","Lockdown-Travel Surge3",30.46,10,39
"871","Control",40.88,10,40
"872","Lockdown-No Surge",26.34,10,40
"873","Lockdown-Travel Surge2",28.46,10,40
"874","Lockdown-Travel Surge3",32.08,10,40
"875","Control",42.98,10,41
"876","Lockdown-No Surge",28.08,10,41
"877","Lockdown-Travel Surge2",29.98,10,41
"878","Lockdown-Travel Surge3",33.58,10,41
"879","Control",45.1,10,42
"880","Lockdown-No Surge",29.54,10,42
"881","Lockdown-Travel Surge2",31.52,10,42
"882","Lockdown-Travel Surge3",35.16,10,42
"883","Control",47.1,10,43
"884","Lockdown-No Surge",30.94,10,43
"885","Lockdown-Travel Surge2",32.98,10,43
"886","Lockdown-Travel Surge3",36.58,10,43
"887","Control",49.06,10,44
"888","Lockdown-No Surge",32.28,10,44
"889","Lockdown-Travel Surge2",34.32,10,44
"890","Lockdown-Travel Surge3",37.96,10,44
"891","Control",51.16,10,45
"892","Lockdown-No Surge",33.46,10,45
"893","Lockdown-Travel Surge2",35.78,10,45
"894","Lockdown-Travel Surge3",39.36,10,45
"895","Control",52.66,10,46
"896","Lockdown-No Surge",35,10,46
"897","Lockdown-Travel Surge2",37.14,10,46
"898","Lockdown-Travel Surge3",41.08,10,46
"899","Control",54.32,10,47
"900","Lockdown-No Surge",36.04,10,47
"901","Lockdown-Travel Surge2",38.18,10,47
"902","Lockdown-Travel Surge3",42.28,10,47
"903","Control",55.72,10,48
"904","Lockdown-No Surge",37.1,10,48
"905","Lockdown-Travel Surge2",39.44,10,48
"906","Lockdown-Travel Surge3",43.6,10,48
"907","Control",57.22,10,49
"908","Lockdown-No Surge",38.76,10,49
"909","Lockdown-Travel Surge2",40.7,10,49
"910","Lockdown-Travel Surge3",45.08,10,49
"911","Control",58.46,10,50
"912","Lockdown-No Surge",39.68,10,50
"913","Lockdown-Travel Surge2",41.7,10,50
"914","Lockdown-Travel Surge3",46.46,10,50
"915","Control",59.98,10,51
"916","Lockdown-No Surge",40.88,10,51
"917","Lockdown-Travel Surge2",42.78,10,51
"918","Lockdown-Travel Surge3",47.68,10,51
"919","Control",61.14,10,52
"920","Lockdown-No Surge",42.1,10,52
"921","Lockdown-Travel Surge2",43.74,10,52
"922","Lockdown-Travel Surge3",48.72,10,52
"923","Control",62.4,10,53
"924","Lockdown-No Surge",43.08,10,53
"925","Lockdown-Travel Surge2",44.76,10,53
"926","Lockdown-Travel Surge3",49.64,10,53
"927","Control",63.44,10,54
"928","Lockdown-No Surge",44.04,10,54
"929","Lockdown-Travel Surge2",45.68,10,54
"930","Lockdown-Travel Surge3",50.74,10,54
"931","Control",64.64,10,55
"932","Lockdown-No Surge",45.32,10,55
"933","Lockdown-Travel Surge2",46.52,10,55
"934","Lockdown-Travel Surge3",51.52,10,55
"935","Control",65.64,10,56
"936","Lockdown-No Surge",46.42,10,56
"937","Lockdown-Travel Surge2",47.38,10,56
"938","Lockdown-Travel Surge3",52.5,10,56
"939","Control",67,10,57
"940","Lockdown-No Surge",47.34,10,57
"941","Lockdown-Travel Surge2",48.46,10,57
"942","Lockdown-Travel Surge3",53.54,10,57
"943","Control",68.32,10,58
"944","Lockdown-No Surge",48.38,10,58
"945","Lockdown-Travel Surge2",49.42,10,58
"946","Lockdown-Travel Surge3",54.4,10,58
"947","Control",69.44,10,59
"948","Lockdown-No Surge",49.22,10,59
"949","Lockdown-Travel Surge2",50.34,10,59
"950","Lockdown-Travel Surge3",55.38,10,59
"951","Control",70.28,10,60
"952","Lockdown-No Surge",49.98,10,60
"953","Lockdown-Travel Surge2",51.64,10,60
"954","Lockdown-Travel Surge3",56.38,10,60
"955","Lockdown-Travel Surge3",1,25,4
"956","Control",1,25,5
"957","Lockdown-No Surge",1,25,5
"958","Lockdown-Travel Surge2",1,25,5
"959","Lockdown-Travel Surge3",1,25,5
"960","Control",1,25,6
"961","Lockdown-No Surge",1,25,6
"962","Lockdown-Travel Surge2",1,25,6
"963","Lockdown-Travel Surge3",1,25,6
"964","Control",1,25,7
"965","Lockdown-No Surge",1,25,7
"966","Lockdown-Travel Surge2",1,25,7
"967","Lockdown-Travel Surge3",1,25,7
"968","Control",1,25,8
"969","Lockdown-No Surge",1,25,8
"970","Lockdown-Travel Surge2",1,25,8
"971","Lockdown-Travel Surge3",1,25,8
"972","Control",1,25,9
"973","Lockdown-No Surge",1,25,9
"974","Lockdown-Travel Surge2",1,25,9
"975","Lockdown-Travel Surge3",1,25,9
"976","Control",1,25,10
"977","Lockdown-No Surge",1,25,10
"978","Lockdown-Travel Surge2",1,25,10
"979","Lockdown-Travel Surge3",1,25,10
"980","Control",1,25,11
"981","Lockdown-No Surge",1,25,11
"982","Lockdown-Travel Surge2",1,25,11
"983","Lockdown-Travel Surge3",1,25,11
"984","Control",1,25,12
"985","Lockdown-No Surge",1,25,12
"986","Lockdown-Travel Surge2",1,25,12
"987","Lockdown-Travel Surge3",1,25,12
"988","Control",1,25,13
"989","Lockdown-No Surge",1,25,13
"990","Lockdown-Travel Surge2",1,25,13
"991","Lockdown-Travel Surge3",1,25,13
"992","Control",1,25,14
"993","Lockdown-No Surge",1,25,14
"994","Lockdown-Travel Surge2",1,25,14
"995","Lockdown-Travel Surge3",1,25,14
"996","Control",1,25,15
"997","Lockdown-No Surge",1,25,15
"998","Lockdown-Travel Surge2",1,25,15
"999","Lockdown-Travel Surge3",1,25,15
"1000","Control",1,25,16
"1001","Lockdown-No Surge",1,25,16
"1002","Lockdown-Travel Surge2",1,25,16
"1003","Lockdown-Travel Surge3",1,25,16
"1004","Control",1,25,17
"1005","Lockdown-No Surge",1,25,17
"1006","Lockdown-Travel Surge2",1,25,17
"1007","Lockdown-Travel Surge3",1,25,17
"1008","Control",1,25,18
"1009","Lockdown-No Surge",1,25,18
"1010","Lockdown-Travel Surge2",1,25,18
"1011","Lockdown-Travel Surge3",1.02,25,18
"1012","Control",1.02,25,19
"1013","Lockdown-No Surge",1,25,19
"1014","Lockdown-Travel Surge2",1,25,19
"1015","Lockdown-Travel Surge3",1.04,25,19
"1016","Control",1.02,25,20
"1017","Lockdown-No Surge",1,25,20
"1018","Lockdown-Travel Surge2",1.02,25,20
"1019","Lockdown-Travel Surge3",1.06,25,20
"1020","Control",1.04,25,21
"1021","Lockdown-No Surge",1.04,25,21
"1022","Lockdown-Travel Surge2",1.04,25,21
"1023","Lockdown-Travel Surge3",1.16,25,21
"1024","Control",1.22,25,22
"1025","Lockdown-No Surge",1.04,25,22
"1026","Lockdown-Travel Surge2",1.06,25,22
"1027","Lockdown-Travel Surge3",1.2,25,22
"1028","Control",1.68,25,23
"1029","Lockdown-No Surge",1.06,25,23
"1030","Lockdown-Travel Surge2",1.22,25,23
"1031","Lockdown-Travel Surge3",1.34,25,23
"1032","Control",2.24,25,24
"1033","Lockdown-No Surge",1.14,25,24
"1034","Lockdown-Travel Surge2",1.38,25,24
"1035","Lockdown-Travel Surge3",1.68,25,24
"1036","Control",2.8,25,25
"1037","Lockdown-No Surge",1.34,25,25
"1038","Lockdown-Travel Surge2",1.58,25,25
"1039","Lockdown-Travel Surge3",2.04,25,25
"1040","Control",3.46,25,26
"1041","Lockdown-No Surge",1.6,25,26
"1042","Lockdown-Travel Surge2",1.94,25,26
"1043","Lockdown-Travel Surge3",2.54,25,26
"1044","Control",4.08,25,27
"1045","Lockdown-No Surge",1.96,25,27
"1046","Lockdown-Travel Surge2",2.24,25,27
"1047","Lockdown-Travel Surge3",2.98,25,27
"1048","Control",4.6,25,28
"1049","Lockdown-No Surge",2.16,25,28
"1050","Lockdown-Travel Surge2",2.82,25,28
"1051","Lockdown-Travel Surge3",3.58,25,28
"1052","Control",5.1,25,29
"1053","Lockdown-No Surge",2.6,25,29
"1054","Lockdown-Travel Surge2",3.24,25,29
"1055","Lockdown-Travel Surge3",4.18,25,29
"1056","Control",5.76,25,30
"1057","Lockdown-No Surge",3.2,25,30
"1058","Lockdown-Travel Surge2",3.82,25,30
"1059","Lockdown-Travel Surge3",4.76,25,30
"1060","Control",6.24,25,31
"1061","Lockdown-No Surge",3.66,25,31
"1062","Lockdown-Travel Surge2",4.34,25,31
"1063","Lockdown-Travel Surge3",5.36,25,31
"1064","Control",6.96,25,32
"1065","Lockdown-No Surge",4.26,25,32
"1066","Lockdown-Travel Surge2",4.94,25,32
"1067","Lockdown-Travel Surge3",6.04,25,32
"1068","Control",7.86,25,33
"1069","Lockdown-No Surge",4.86,25,33
"1070","Lockdown-Travel Surge2",5.78,25,33
"1071","Lockdown-Travel Surge3",6.7,25,33
"1072","Control",8.92,25,34
"1073","Lockdown-No Surge",5.58,25,34
"1074","Lockdown-Travel Surge2",6.3,25,34
"1075","Lockdown-Travel Surge3",7.66,25,34
"1076","Control",10.3,25,35
"1077","Lockdown-No Surge",6.24,25,35
"1078","Lockdown-Travel Surge2",7.02,25,35
"1079","Lockdown-Travel Surge3",8.7,25,35
"1080","Control",11.56,25,36
"1081","Lockdown-No Surge",6.8,25,36
"1082","Lockdown-Travel Surge2",7.78,25,36
"1083","Lockdown-Travel Surge3",9.56,25,36
"1084","Control",12.94,25,37
"1085","Lockdown-No Surge",7.72,25,37
"1086","Lockdown-Travel Surge2",8.52,25,37
"1087","Lockdown-Travel Surge3",10.52,25,37
"1088","Control",14.28,25,38
"1089","Lockdown-No Surge",8.52,25,38
"1090","Lockdown-Travel Surge2",9.46,25,38
"1091","Lockdown-Travel Surge3",11.72,25,38
"1092","Control",15.78,25,39
"1093","Lockdown-No Surge",9.58,25,39
"1094","Lockdown-Travel Surge2",10.58,25,39
"1095","Lockdown-Travel Surge3",12.84,25,39
"1096","Control",17.36,25,40
"1097","Lockdown-No Surge",10.42,25,40
"1098","Lockdown-Travel Surge2",11.56,25,40
"1099","Lockdown-Travel Surge3",14.36,25,40
"1100","Control",18.84,25,41
"1101","Lockdown-No Surge",11.16,25,41
"1102","Lockdown-Travel Surge2",12.76,25,41
"1103","Lockdown-Travel Surge3",15.66,25,41
"1104","Control",20.58,25,42
"1105","Lockdown-No Surge",12.04,25,42
"1106","Lockdown-Travel Surge2",13.94,25,42
"1107","Lockdown-Travel Surge3",17.1,25,42
"1108","Control",22.8,25,43
"1109","Lockdown-No Surge",13,25,43
"1110","Lockdown-Travel Surge2",15.1,25,43
"1111","Lockdown-Travel Surge3",18.34,25,43
"1112","Control",24.76,25,44
"1113","Lockdown-No Surge",13.94,25,44
"1114","Lockdown-Travel Surge2",16.38,25,44
"1115","Lockdown-Travel Surge3",19.94,25,44
"1116","Control",26.44,25,45
"1117","Lockdown-No Surge",15.5,25,45
"1118","Lockdown-Travel Surge2",18.08,25,45
"1119","Lockdown-Travel Surge3",21.14,25,45
"1120","Control",28.5,25,46
"1121","Lockdown-No Surge",17.24,25,46
"1122","Lockdown-Travel Surge2",19.24,25,46
"1123","Lockdown-Travel Surge3",22.44,25,46
"1124","Control",30.24,25,47
"1125","Lockdown-No Surge",18.36,25,47
"1126","Lockdown-Travel Surge2",20.66,25,47
"1127","Lockdown-Travel Surge3",23.46,25,47
"1128","Control",32.22,25,48
"1129","Lockdown-No Surge",19.84,25,48
"1130","Lockdown-Travel Surge2",22,25,48
"1131","Lockdown-Travel Surge3",24.76,25,48
"1132","Control",34.02,25,49
"1133","Lockdown-No Surge",21.38,25,49
"1134","Lockdown-Travel Surge2",23.32,25,49
"1135","Lockdown-Travel Surge3",26.1,25,49
"1136","Control",35.96,25,50
"1137","Lockdown-No Surge",22.64,25,50
"1138","Lockdown-Travel Surge2",24.66,25,50
"1139","Lockdown-Travel Surge3",27.56,25,50
"1140","Control",37.66,25,51
"1141","Lockdown-No Surge",23.82,25,51
"1142","Lockdown-Travel Surge2",25.8,25,51
"1143","Lockdown-Travel Surge3",28.7,25,51
"1144","Control",39.34,25,52
"1145","Lockdown-No Surge",25.1,25,52
"1146","Lockdown-Travel Surge2",27.04,25,52
"1147","Lockdown-Travel Surge3",29.92,25,52
"1148","Control",40.94,25,53
"1149","Lockdown-No Surge",26.38,25,53
"1150","Lockdown-Travel Surge2",28.44,25,53
"1151","Lockdown-Travel Surge3",31.4,25,53
"1152","Control",42.68,25,54
"1153","Lockdown-No Surge",27.58,25,54
"1154","Lockdown-Travel Surge2",29.84,25,54
"1155","Lockdown-Travel Surge3",32.88,25,54
"1156","Control",44.24,25,55
"1157","Lockdown-No Surge",28.96,25,55
"1158","Lockdown-Travel Surge2",31.14,25,55
"1159","Lockdown-Travel Surge3",34.16,25,55
"1160","Control",45.86,25,56
"1161","Lockdown-No Surge",30.24,25,56
"1162","Lockdown-Travel Surge2",32.32,25,56
"1163","Lockdown-Travel Surge3",35.48,25,56
"1164","Control",47.68,25,57
"1165","Lockdown-No Surge",31.44,25,57
"1166","Lockdown-Travel Surge2",33.76,25,57
"1167","Lockdown-Travel Surge3",36.66,25,57
"1168","Control",49.16,25,58
"1169","Lockdown-No Surge",32.66,25,58
"1170","Lockdown-Travel Surge2",34.8,25,58
"1171","Lockdown-Travel Surge3",37.94,25,58
"1172","Control",50.7,25,59
"1173","Lockdown-No Surge",33.86,25,59
"1174","Lockdown-Travel Surge2",35.98,25,59
"1175","Lockdown-Travel Surge3",39.02,25,59
"1176","Control",52.06,25,60
"1177","Lockdown-No Surge",35.12,25,60
"1178","Lockdown-Travel Surge2",37.16,25,60
"1179","Lockdown-Travel Surge3",40.32,25,60
"1180","Control",1,50,6
"1181","Lockdown-No Surge",1,50,6
"1182","Lockdown-Travel Surge2",1,50,6
"1183","Lockdown-Travel Surge3",1,50,6
"1184","Control",1,50,7
"1185","Lockdown-No Surge",1,50,7
"1186","Lockdown-Travel Surge2",1,50,7
"1187","Lockdown-Travel Surge3",1,50,7
"1188","Control",1,50,8
"1189","Lockdown-No Surge",1,50,8
"1190","Lockdown-Travel Surge2",1,50,8
"1191","Lockdown-Travel Surge3",1,50,8
"1192","Control",1,50,9
"1193","Lockdown-No Surge",1,50,9
"1194","Lockdown-Travel Surge2",1,50,9
"1195","Lockdown-Travel Surge3",1,50,9
"1196","Control",1,50,10
"1197","Lockdown-No Surge",1,50,10
"1198","Lockdown-Travel Surge2",1,50,10
"1199","Lockdown-Travel Surge3",1,50,10
"1200","Control",1,50,11
"1201","Lockdown-No Surge",1,50,11
"1202","Lockdown-Travel Surge2",1,50,11
"1203","Lockdown-Travel Surge3",1,50,11
"1204","Control",1,50,12
"1205","Lockdown-No Surge",1,50,12
"1206","Lockdown-Travel Surge2",1,50,12
"1207","Lockdown-Travel Surge3",1,50,12
"1208","Control",1,50,13
"1209","Lockdown-No Surge",1,50,13
"1210","Lockdown-Travel Surge2",1,50,13
"1211","Lockdown-Travel Surge3",1,50,13
"1212","Control",1,50,14
"1213","Lockdown-No Surge",1,50,14
"1214","Lockdown-Travel Surge2",1,50,14
"1215","Lockdown-Travel Surge3",1,50,14
"1216","Control",1,50,15
"1217","Lockdown-No Surge",1,50,15
"1218","Lockdown-Travel Surge2",1,50,15
"1219","Lockdown-Travel Surge3",1,50,15
"1220","Control",1,50,16
"1221","Lockdown-No Surge",1,50,16
"1222","Lockdown-Travel Surge2",1,50,16
"1223","Lockdown-Travel Surge3",1,50,16
"1224","Control",1,50,17
"1225","Lockdown-No Surge",1,50,17
"1226","Lockdown-Travel Surge2",1,50,17
"1227","Lockdown-Travel Surge3",1,50,17
"1228","Control",1,50,18
"1229","Lockdown-No Surge",1,50,18
"1230","Lockdown-Travel Surge2",1,50,18
"1231","Lockdown-Travel Surge3",1,50,18
"1232","Control",1,50,19
"1233","Lockdown-No Surge",1,50,19
"1234","Lockdown-Travel Surge2",1,50,19
"1235","Lockdown-Travel Surge3",1,50,19
"1236","Control",1,50,20
"1237","Lockdown-No Surge",1,50,20
"1238","Lockdown-Travel Surge2",1,50,20
"1239","Lockdown-Travel Surge3",1,50,20
"1240","Control",1,50,21
"1241","Lockdown-No Surge",1,50,21
"1242","Lockdown-Travel Surge2",1,50,21
"1243","Lockdown-Travel Surge3",1,50,21
"1244","Control",1,50,22
"1245","Lockdown-No Surge",1,50,22
"1246","Lockdown-Travel Surge2",1,50,22
"1247","Lockdown-Travel Surge3",1,50,22
"1248","Control",1,50,23
"1249","Lockdown-No Surge",1,50,23
"1250","Lockdown-Travel Surge2",1,50,23
"1251","Lockdown-Travel Surge3",1,50,23
"1252","Control",1.02,50,24
"1253","Lockdown-No Surge",1,50,24
"1254","Lockdown-Travel Surge2",1,50,24
"1255","Lockdown-Travel Surge3",1.02,50,24
"1256","Control",1.02,50,25
"1257","Lockdown-No Surge",1,50,25
"1258","Lockdown-Travel Surge2",1,50,25
"1259","Lockdown-Travel Surge3",1.02,50,25
"1260","Control",1.04,50,26
"1261","Lockdown-No Surge",1.02,50,26
"1262","Lockdown-Travel Surge2",1,50,26
"1263","Lockdown-Travel Surge3",1.04,50,26
"1264","Control",1.12,50,27
"1265","Lockdown-No Surge",1.02,50,27
"1266","Lockdown-Travel Surge2",1,50,27
"1267","Lockdown-Travel Surge3",1.06,50,27
"1268","Control",1.38,50,28
"1269","Lockdown-No Surge",1.04,50,28
"1270","Lockdown-Travel Surge2",1.06,50,28
"1271","Lockdown-Travel Surge3",1.1,50,28
"1272","Control",1.88,50,29
"1273","Lockdown-No Surge",1.04,50,29
"1274","Lockdown-Travel Surge2",1.1,50,29
"1275","Lockdown-Travel Surge3",1.28,50,29
"1276","Control",2.2,50,30
"1277","Lockdown-No Surge",1.1,50,30
"1278","Lockdown-Travel Surge2",1.24,50,30
"1279","Lockdown-Travel Surge3",1.54,50,30
"1280","Control",2.74,50,31
"1281","Lockdown-No Surge",1.24,50,31
"1282","Lockdown-Travel Surge2",1.36,50,31
"1283","Lockdown-Travel Surge3",1.7,50,31
"1284","Control",3.38,50,32
"1285","Lockdown-No Surge",1.42,50,32
"1286","Lockdown-Travel Surge2",1.52,50,32
"1287","Lockdown-Travel Surge3",1.88,50,32
"1288","Control",3.8,50,33
"1289","Lockdown-No Surge",1.54,50,33
"1290","Lockdown-Travel Surge2",1.8,50,33
"1291","Lockdown-Travel Surge3",2.22,50,33
"1292","Control",4.12,50,34
"1293","Lockdown-No Surge",1.68,50,34
"1294","Lockdown-Travel Surge2",2.12,50,34
"1295","Lockdown-Travel Surge3",2.72,50,34
"1296","Control",4.54,50,35
"1297","Lockdown-No Surge",1.92,50,35
"1298","Lockdown-Travel Surge2",2.54,50,35
"1299","Lockdown-Travel Surge3",3.16,50,35
"1300","Control",5.12,50,36
"1301","Lockdown-No Surge",2.26,50,36
"1302","Lockdown-Travel Surge2",2.92,50,36
"1303","Lockdown-Travel Surge3",3.46,50,36
"1304","Control",5.48,50,37
"1305","Lockdown-No Surge",2.74,50,37
"1306","Lockdown-Travel Surge2",3.3,50,37
"1307","Lockdown-Travel Surge3",4.02,50,37
"1308","Control",5.94,50,38
"1309","Lockdown-No Surge",3.18,50,38
"1310","Lockdown-Travel Surge2",3.82,50,38
"1311","Lockdown-Travel Surge3",4.58,50,38
"1312","Control",6.46,50,39
"1313","Lockdown-No Surge",3.7,50,39
"1314","Lockdown-Travel Surge2",4.3,50,39
"1315","Lockdown-Travel Surge3",5.02,50,39
"1316","Control",6.9,50,40
"1317","Lockdown-No Surge",4.26,50,40
"1318","Lockdown-Travel Surge2",4.72,50,40
"1319","Lockdown-Travel Surge3",5.74,50,40
"1320","Control",7.48,50,41
"1321","Lockdown-No Surge",4.78,50,41
"1322","Lockdown-Travel Surge2",5.3,50,41
"1323","Lockdown-Travel Surge3",6.26,50,41
"1324","Control",8.32,50,42
"1325","Lockdown-No Surge",5.22,50,42
"1326","Lockdown-Travel Surge2",5.88,50,42
"1327","Lockdown-Travel Surge3",6.78,50,42
"1328","Control",9.12,50,43
"1329","Lockdown-No Surge",5.84,50,43
"1330","Lockdown-Travel Surge2",6.46,50,43
"1331","Lockdown-Travel Surge3",7.62,50,43
"1332","Control",10.32,50,44
"1333","Lockdown-No Surge",6.38,50,44
"1334","Lockdown-Travel Surge2",7.28,50,44
"1335","Lockdown-Travel Surge3",8.34,50,44
"1336","Control",11.2,50,45
"1337","Lockdown-No Surge",7.06,50,45
"1338","Lockdown-Travel Surge2",7.86,50,45
"1339","Lockdown-Travel Surge3",9.38,50,45
"1340","Control",12.28,50,46
"1341","Lockdown-No Surge",7.72,50,46
"1342","Lockdown-Travel Surge2",8.72,50,46
"1343","Lockdown-Travel Surge3",10.38,50,46
"1344","Control",13.66,50,47
"1345","Lockdown-No Surge",8.44,50,47
"1346","Lockdown-Travel Surge2",9.74,50,47
"1347","Lockdown-Travel Surge3",11.32,50,47
"1348","Control",15.28,50,48
"1349","Lockdown-No Surge",9.12,50,48
"1350","Lockdown-Travel Surge2",10.44,50,48
"1351","Lockdown-Travel Surge3",12.28,50,48
"1352","Control",16.6,50,49
"1353","Lockdown-No Surge",9.9,50,49
"1354","Lockdown-Travel Surge2",11.32,50,49
"1355","Lockdown-Travel Surge3",13.36,50,49
"1356","Control",18.4,50,50
"1357","Lockdown-No Surge",10.66,50,50
"1358","Lockdown-Travel Surge2",12.16,50,50
"1359","Lockdown-Travel Surge3",14.58,50,50
"1360","Control",19.82,50,51
"1361","Lockdown-No Surge",11.68,50,51
"1362","Lockdown-Travel Surge2",13,50,51
"1363","Lockdown-Travel Surge3",16,50,51
"1364","Control",21.68,50,52
"1365","Lockdown-No Surge",12.54,50,52
"1366","Lockdown-Travel Surge2",14.14,50,52
"1367","Lockdown-Travel Surge3",17.24,50,52
"1368","Control",23.34,50,53
"1369","Lockdown-No Surge",13.68,50,53
"1370","Lockdown-Travel Surge2",15.22,50,53
"1371","Lockdown-Travel Surge3",18.1,50,53
"1372","Control",24.76,50,54
"1373","Lockdown-No Surge",14.8,50,54
"1374","Lockdown-Travel Surge2",16.52,50,54
"1375","Lockdown-Travel Surge3",19.54,50,54
"1376","Control",26.42,50,55
"1377","Lockdown-No Surge",16.06,50,55
"1378","Lockdown-Travel Surge2",17.86,50,55
"1379","Lockdown-Travel Surge3",20.88,50,55
"1380","Control",27.9,50,56
"1381","Lockdown-No Surge",17.06,50,56
"1382","Lockdown-Travel Surge2",19.06,50,56
"1383","Lockdown-Travel Surge3",21.8,50,56
"1384","Control",29.54,50,57
"1385","Lockdown-No Surge",18.2,50,57
"1386","Lockdown-Travel Surge2",19.96,50,57
"1387","Lockdown-Travel Surge3",23.08,50,57
"1388","Control",31.36,50,58
"1389","Lockdown-No Surge",19.4,50,58
"1390","Lockdown-Travel Surge2",21.16,50,58
"1391","Lockdown-Travel Surge3",23.96,50,58
"1392","Control",32.96,50,59
"1393","Lockdown-No Surge",20.9,50,59
"1394","Lockdown-Travel Surge2",22.18,50,59
"1395","Lockdown-Travel Surge3",25.28,50,59
"1396","Control",34.5,50,60
"1397","Lockdown-No Surge",22.06,50,60
"1398","Lockdown-Travel Surge2",23.38,50,60
"1399","Lockdown-Travel Surge3",26.38,50,60
