"","sim_type","mean_comm","case","day"
"120","Lockdown-Travel Surge3",50.92,1,30
"121","Control",75.72,1,31
"122","Lockdown-No Surge",51.58,1,31
"123","Lockdown-Travel Surge2",53.58,1,31
"124","Lockdown-Travel Surge3",52.56,1,31
"125","Control",77.46,1,32
"126","Lockdown-No Surge",53.66,1,32
"127","Lockdown-Travel Surge2",55.62,1,32
"128","Lockdown-Travel Surge3",54.78,1,32
"129","Control",79.4,1,33
"130","Lockdown-No Surge",55.74,1,33
"131","Lockdown-Travel Surge2",57.36,1,33
"132","Lockdown-Travel Surge3",56.52,1,33
"133","Control",81.1,1,34
"134","Lockdown-No Surge",57.5,1,34
"135","Lockdown-Travel Surge2",59.2,1,34
"136","Lockdown-Travel Surge3",58.3,1,34
"137","Control",82.78,1,35
"138","Lockdown-No Surge",59.3,1,35
"139","Lockdown-Travel Surge2",60.8,1,35
"140","Lockdown-Travel Surge3",60.34,1,35
"141","Control",84.34,1,36
"142","Lockdown-No Surge",61.24,1,36
"143","Lockdown-Travel Surge2",62.56,1,36
"144","Lockdown-Travel Surge3",62.4,1,36
"145","Control",85.84,1,37
"146","Lockdown-No Surge",62.98,1,37
"147","Lockdown-Travel Surge2",64.24,1,37
"148","Lockdown-Travel Surge3",64.14,1,37
"149","Control",87.3,1,38
"150","Lockdown-No Surge",64.9,1,38
"151","Lockdown-Travel Surge2",65.86,1,38
"152","Lockdown-Travel Surge3",65.68,1,38
"153","Control",88.6,1,39
"154","Lockdown-No Surge",66.6,1,39
"155","Lockdown-Travel Surge2",67.46,1,39
"156","Lockdown-Travel Surge3",67.5,1,39
"157","Control",89.5,1,40
"158","Lockdown-No Surge",68.28,1,40
"159","Lockdown-Travel Surge2",69.02,1,40
"160","Lockdown-Travel Surge3",69.14,1,40
"161","Control",90.54,1,41
"162","Lockdown-No Surge",69.74,1,41
"163","Lockdown-Travel Surge2",70.58,1,41
"164","Lockdown-Travel Surge3",70.5,1,41
"165","Control",91.68,1,42
"166","Lockdown-No Surge",71.14,1,42
"167","Lockdown-Travel Surge2",72.14,1,42
"168","Lockdown-Travel Surge3",71.82,1,42
"169","Control",92.94,1,43
"170","Lockdown-No Surge",72.34,1,43
"171","Lockdown-Travel Surge2",73.42,1,43
"172","Lockdown-Travel Surge3",73.54,1,43
"173","Control",93.82,1,44
"174","Lockdown-No Surge",74.14,1,44
"175","Lockdown-Travel Surge2",74.84,1,44
"176","Lockdown-Travel Surge3",75.06,1,44
"177","Control",94.68,1,45
"178","Lockdown-No Surge",75.44,1,45
"179","Lockdown-Travel Surge2",76.34,1,45
"180","Lockdown-Travel Surge3",76.7,1,45
"181","Control",95.68,1,46
"182","Lockdown-No Surge",76.62,1,46
"183","Lockdown-Travel Surge2",77.62,1,46
"184","Lockdown-Travel Surge3",78.18,1,46
"185","Control",96.14,1,47
"186","Lockdown-No Surge",77.72,1,47
"187","Lockdown-Travel Surge2",78.72,1,47
"188","Lockdown-Travel Surge3",79.56,1,47
"189","Control",96.7,1,48
"190","Lockdown-No Surge",79.12,1,48
"191","Lockdown-Travel Surge2",80.26,1,48
"192","Lockdown-Travel Surge3",80.9,1,48
"193","Control",97.18,1,49
"194","Lockdown-No Surge",80.42,1,49
"195","Lockdown-Travel Surge2",81.54,1,49
"196","Lockdown-Travel Surge3",81.94,1,49
"197","Control",97.58,1,50
"198","Lockdown-No Surge",81.52,1,50
"199","Lockdown-Travel Surge2",82.76,1,50
"200","Lockdown-Travel Surge3",83.14,1,50
"201","Control",97.92,1,51
"202","Lockdown-No Surge",82.62,1,51
"203","Lockdown-Travel Surge2",84.08,1,51
"204","Lockdown-Travel Surge3",84.3,1,51
"205","Control",98.4,1,52
"206","Lockdown-No Surge",83.44,1,52
"207","Lockdown-Travel Surge2",85.4,1,52
"208","Lockdown-Travel Surge3",85.28,1,52
"209","Control",98.52,1,53
"210","Lockdown-No Surge",84.62,1,53
"211","Lockdown-Travel Surge2",86.66,1,53
"212","Lockdown-Travel Surge3",86.56,1,53
"213","Control",98.78,1,54
"214","Lockdown-No Surge",85.82,1,54
"215","Lockdown-Travel Surge2",87.74,1,54
"216","Lockdown-Travel Surge3",87.54,1,54
"217","Control",98.94,1,55
"218","Lockdown-No Surge",86.68,1,55
"219","Lockdown-Travel Surge2",88.68,1,55
"220","Lockdown-Travel Surge3",88.48,1,55
"221","Control",99.08,1,56
"222","Lockdown-No Surge",87.86,1,56
"223","Lockdown-Travel Surge2",89.48,1,56
"224","Lockdown-Travel Surge3",89.42,1,56
"225","Control",99.26,1,57
"226","Lockdown-No Surge",88.8,1,57
"227","Lockdown-Travel Surge2",90.2,1,57
"228","Lockdown-Travel Surge3",90.28,1,57
"229","Control",99.42,1,58
"230","Lockdown-No Surge",89.78,1,58
"231","Lockdown-Travel Surge2",91.1,1,58
"232","Lockdown-Travel Surge3",91.16,1,58
"233","Control",99.54,1,59
"234","Lockdown-No Surge",90.62,1,59
"235","Lockdown-Travel Surge2",91.72,1,59
"236","Lockdown-Travel Surge3",91.94,1,59
"237","Control",99.66,1,60
"238","Lockdown-No Surge",91.48,1,60
"239","Lockdown-Travel Surge2",92.48,1,60
"240","Lockdown-Travel Surge3",92.66,1,60
"241","Control",1,5,1
"242","Lockdown-No Surge",1,5,1
"243","Lockdown-Travel Surge2",1,5,1
"244","Lockdown-Travel Surge3",1,5,1
"245","Control",1,5,2
"246","Lockdown-No Surge",1,5,2
"247","Lockdown-Travel Surge2",1,5,2
"248","Lockdown-Travel Surge3",1,5,2
"249","Control",1,5,3
"250","Lockdown-No Surge",1,5,3
"251","Lockdown-Travel Surge2",1,5,3
"252","Lockdown-Travel Surge3",1,5,3
"253","Control",1,5,4
"254","Lockdown-No Surge",1,5,4
"255","Lockdown-Travel Surge2",1,5,4
"256","Lockdown-Travel Surge3",1,5,4
"257","Control",1,5,5
"258","Lockdown-No Surge",1,5,5
"259","Lockdown-Travel Surge2",1,5,5
"260","Lockdown-Travel Surge3",1,5,5
"261","Control",1,5,6
"262","Lockdown-No Surge",1,5,6
"263","Lockdown-Travel Surge2",1,5,6
"264","Lockdown-Travel Surge3",1,5,6
"265","Control",1.02,5,7
"266","Lockdown-No Surge",1,5,7
"267","Lockdown-Travel Surge2",1,5,7
"268","Lockdown-Travel Surge3",1,5,7
"269","Control",1.04,5,8
"270","Lockdown-No Surge",1,5,8
"271","Lockdown-Travel Surge2",1.02,5,8
"272","Lockdown-Travel Surge3",1,5,8
"273","Control",1.04,5,9
"274","Lockdown-No Surge",1.02,5,9
"275","Lockdown-Travel Surge2",1.04,5,9
"276","Lockdown-Travel Surge3",1.04,5,9
"277","Control",1.04,5,10
"278","Lockdown-No Surge",1.06,5,10
"279","Lockdown-Travel Surge2",1.04,5,10
"280","Lockdown-Travel Surge3",1.14,5,10
"281","Control",1.1,5,11
"282","Lockdown-No Surge",1.08,5,11
"283","Lockdown-Travel Surge2",1.12,5,11
"284","Lockdown-Travel Surge3",1.36,5,11
"285","Control",1.28,5,12
"286","Lockdown-No Surge",1.14,5,12
"287","Lockdown-Travel Surge2",1.32,5,12
"288","Lockdown-Travel Surge3",1.64,5,12
"289","Control",1.4,5,13
"290","Lockdown-No Surge",1.26,5,13
"291","Lockdown-Travel Surge2",1.5,5,13
"292","Lockdown-Travel Surge3",1.9,5,13
"293","Control",1.7,5,14
"294","Lockdown-No Surge",1.42,5,14
"295","Lockdown-Travel Surge2",1.78,5,14
"296","Lockdown-Travel Surge3",2.44,5,14
"297","Control",2.56,5,15
"298","Lockdown-No Surge",1.72,5,15
"299","Lockdown-Travel Surge2",2.34,5,15
"300","Lockdown-Travel Surge3",3.12,5,15
"301","Control",3.36,5,16
"302","Lockdown-No Surge",2.32,5,16
"303","Lockdown-Travel Surge2",2.98,5,16
"304","Lockdown-Travel Surge3",3.82,5,16
"305","Control",4.66,5,17
"306","Lockdown-No Surge",2.82,5,17
"307","Lockdown-Travel Surge2",3.72,5,17
"308","Lockdown-Travel Surge3",4.88,5,17
"309","Control",6.22,5,18
"310","Lockdown-No Surge",3.46,5,18
"311","Lockdown-Travel Surge2",4.84,5,18
"312","Lockdown-Travel Surge3",5.86,5,18
"313","Control",8.16,5,19
"314","Lockdown-No Surge",4.58,5,19
"315","Lockdown-Travel Surge2",6.26,5,19
"316","Lockdown-Travel Surge3",7.1,5,19
"317","Control",9.94,5,20
"318","Lockdown-No Surge",5.66,5,20
"319","Lockdown-Travel Surge2",7.2,5,20
"320","Lockdown-Travel Surge3",8.3,5,20
"321","Control",12.32,5,21
"322","Lockdown-No Surge",6.94,5,21
"323","Lockdown-Travel Surge2",8.7,5,21
"324","Lockdown-Travel Surge3",9.64,5,21
"325","Control",15.02,5,22
"326","Lockdown-No Surge",8.12,5,22
"327","Lockdown-Travel Surge2",10.34,5,22
"328","Lockdown-Travel Surge3",11.02,5,22
"329","Control",18.1,5,23
"330","Lockdown-No Surge",9.52,5,23
"331","Lockdown-Travel Surge2",12.1,5,23
"332","Lockdown-Travel Surge3",12.6,5,23
"333","Control",21.44,5,24
"334","Lockdown-No Surge",11.18,5,24
"335","Lockdown-Travel Surge2",13.42,5,24
"336","Lockdown-Travel Surge3",14.36,5,24
"337","Control",25.14,5,25
"338","Lockdown-No Surge",13.06,5,25
"339","Lockdown-Travel Surge2",15.04,5,25
"340","Lockdown-Travel Surge3",16.28,5,25
"341","Control",29.04,5,26
"342","Lockdown-No Surge",15.14,5,26
"343","Lockdown-Travel Surge2",17.1,5,26
"344","Lockdown-Travel Surge3",18.06,5,26
"345","Control",32.94,5,27
"346","Lockdown-No Surge",17.14,5,27
"347","Lockdown-Travel Surge2",18.96,5,27
"348","Lockdown-Travel Surge3",19.96,5,27
"349","Control",36.64,5,28
"350","Lockdown-No Surge",19.26,5,28
"351","Lockdown-Travel Surge2",20.98,5,28
"352","Lockdown-Travel Surge3",21.44,5,28
"353","Control",41.1,5,29
"354","Lockdown-No Surge",21.58,5,29
"355","Lockdown-Travel Surge2",23.28,5,29
"356","Lockdown-Travel Surge3",23.76,5,29
"357","Control",44.54,5,30
"358","Lockdown-No Surge",23.86,5,30
"359","Lockdown-Travel Surge2",25.24,5,30
"360","Lockdown-Travel Surge3",25.74,5,30
"361","Control",48.04,5,31
"362","Lockdown-No Surge",26.14,5,31
"363","Lockdown-Travel Surge2",27.26,5,31
"364","Lockdown-Travel Surge3",27.92,5,31
"365","Control",51.18,5,32
"366","Lockdown-No Surge",28.52,5,32
"367","Lockdown-Travel Surge2",29.66,5,32
"368","Lockdown-Travel Surge3",30,5,32
"369","Control",54.62,5,33
"370","Lockdown-No Surge",30.86,5,33
"371","Lockdown-Travel Surge2",32.66,5,33
"372","Lockdown-Travel Surge3",32.26,5,33
"373","Control",57.74,5,34
"374","Lockdown-No Surge",33.44,5,34
"375","Lockdown-Travel Surge2",34.96,5,34
"376","Lockdown-Travel Surge3",34.7,5,34
"377","Control",60.42,5,35
"378","Lockdown-No Surge",35.34,5,35
"379","Lockdown-Travel Surge2",37.22,5,35
"380","Lockdown-Travel Surge3",36.8,5,35
"381","Control",63.16,5,36
"382","Lockdown-No Surge",37.28,5,36
"383","Lockdown-Travel Surge2",39.24,5,36
"384","Lockdown-Travel Surge3",38.98,5,36
"385","Control",65.64,5,37
"386","Lockdown-No Surge",39.34,5,37
"387","Lockdown-Travel Surge2",41.02,5,37
"388","Lockdown-Travel Surge3",41.18,5,37
"389","Control",68.18,5,38
"390","Lockdown-No Surge",41.5,5,38
"391","Lockdown-Travel Surge2",43.5,5,38
"392","Lockdown-Travel Surge3",43.14,5,38
"393","Control",70.3,5,39
"394","Lockdown-No Surge",43.74,5,39
"395","Lockdown-Travel Surge2",45.34,5,39
"396","Lockdown-Travel Surge3",45.1,5,39
"397","Control",72.78,5,40
"398","Lockdown-No Surge",45.72,5,40
"399","Lockdown-Travel Surge2",47.04,5,40
"400","Lockdown-Travel Surge3",47,5,40
"401","Control",74.8,5,41
"402","Lockdown-No Surge",47.5,5,41
"403","Lockdown-Travel Surge2",49.08,5,41
"404","Lockdown-Travel Surge3",48.78,5,41
"405","Control",76.8,5,42
"406","Lockdown-No Surge",49.48,5,42
"407","Lockdown-Travel Surge2",50.86,5,42
"408","Lockdown-Travel Surge3",50.74,5,42
"409","Control",78.62,5,43
"410","Lockdown-No Surge",51.18,5,43
"411","Lockdown-Travel Surge2",52.8,5,43
"412","Lockdown-Travel Surge3",52.42,5,43
"413","Control",80.2,5,44
"414","Lockdown-No Surge",53.22,5,44
"415","Lockdown-Travel Surge2",54.42,5,44
"416","Lockdown-Travel Surge3",54.36,5,44
"417","Control",82.02,5,45
"418","Lockdown-No Surge",55.16,5,45
"419","Lockdown-Travel Surge2",56.36,5,45
"420","Lockdown-Travel Surge3",55.92,5,45
"421","Control",83.54,5,46
"422","Lockdown-No Surge",57.16,5,46
"423","Lockdown-Travel Surge2",57.96,5,46
"424","Lockdown-Travel Surge3",57.74,5,46
"425","Control",85.12,5,47
"426","Lockdown-No Surge",58.84,5,47
"427","Lockdown-Travel Surge2",59.8,5,47
"428","Lockdown-Travel Surge3",59.44,5,47
"429","Control",86.58,5,48
"430","Lockdown-No Surge",60.04,5,48
"431","Lockdown-Travel Surge2",61.7,5,48
"432","Lockdown-Travel Surge3",61.52,5,48
"433","Control",87.98,5,49
"434","Lockdown-No Surge",61.64,5,49
"435","Lockdown-Travel Surge2",63.06,5,49
"436","Lockdown-Travel Surge3",63.42,5,49
"437","Control",89.18,5,50
"438","Lockdown-No Surge",63.46,5,50
"439","Lockdown-Travel Surge2",64.88,5,50
"440","Lockdown-Travel Surge3",64.94,5,50
"441","Control",90.6,5,51
"442","Lockdown-No Surge",64.96,5,51
"443","Lockdown-Travel Surge2",66.32,5,51
"444","Lockdown-Travel Surge3",66.48,5,51
"445","Control",91.78,5,52
"446","Lockdown-No Surge",66.52,5,52
"447","Lockdown-Travel Surge2",67.62,5,52
"448","Lockdown-Travel Surge3",68.1,5,52
"449","Control",92.96,5,53
"450","Lockdown-No Surge",68.06,5,53
"451","Lockdown-Travel Surge2",69.12,5,53
"452","Lockdown-Travel Surge3",70.02,5,53
"453","Control",93.88,5,54
"454","Lockdown-No Surge",69.38,5,54
"455","Lockdown-Travel Surge2",70.7,5,54
"456","Lockdown-Travel Surge3",71.5,5,54
"457","Control",94.7,5,55
"458","Lockdown-No Surge",71.14,5,55
"459","Lockdown-Travel Surge2",72.32,5,55
"460","Lockdown-Travel Surge3",72.84,5,55
"461","Control",95.52,5,56
"462","Lockdown-No Surge",72.72,5,56
"463","Lockdown-Travel Surge2",73.94,5,56
"464","Lockdown-Travel Surge3",74.38,5,56
"465","Control",96.1,5,57
"466","Lockdown-No Surge",73.94,5,57
"467","Lockdown-Travel Surge2",75.34,5,57
"468","Lockdown-Travel Surge3",76.1,5,57
"469","Control",96.64,5,58
"470","Lockdown-No Surge",75.3,5,58
"471","Lockdown-Travel Surge2",76.86,5,58
"472","Lockdown-Travel Surge3",77.52,5,58
"473","Control",97.22,5,59
"474","Lockdown-No Surge",76.86,5,59
"475","Lockdown-Travel Surge2",78,5,59
"476","Lockdown-Travel Surge3",78.78,5,59
"477","Control",97.74,5,60
"478","Lockdown-No Surge",77.98,5,60
"479","Lockdown-Travel Surge2",79.78,5,60
"480","Lockdown-Travel Surge3",79.96,5,60
"481","Control",1,10,3
"482","Lockdown-No Surge",1,10,3
"483","Lockdown-Travel Surge2",1,10,3
"484","Lockdown-Travel Surge3",1,10,3
"485","Control",1,10,4
"486","Lockdown-No Surge",1,10,4
"487","Lockdown-Travel Surge2",1,10,4
"488","Lockdown-Travel Surge3",1,10,4
"489","Control",1,10,5
"490","Lockdown-No Surge",1,10,5
"491","Lockdown-Travel Surge2",1,10,5
"492","Lockdown-Travel Surge3",1,10,5
"493","Control",1,10,6
"494","Lockdown-No Surge",1,10,6
"495","Lockdown-Travel Surge2",1,10,6
"496","Lockdown-Travel Surge3",1,10,6
"497","Control",1,10,7
"498","Lockdown-No Surge",1,10,7
"499","Lockdown-Travel Surge2",1,10,7
"500","Lockdown-Travel Surge3",1,10,7
"501","Control",1,10,8
"502","Lockdown-No Surge",1,10,8
"503","Lockdown-Travel Surge2",1,10,8
"504","Lockdown-Travel Surge3",1,10,8
"505","Control",1,10,9
"506","Lockdown-No Surge",1,10,9
"507","Lockdown-Travel Surge2",1,10,9
"508","Lockdown-Travel Surge3",1,10,9
"509","Control",1,10,10
"510","Lockdown-No Surge",1,10,10
"511","Lockdown-Travel Surge2",1,10,10
"512","Lockdown-Travel Surge3",1,10,10
"513","Control",1.02,10,11
"514","Lockdown-No Surge",1.02,10,11
"515","Lockdown-Travel Surge2",1,10,11
"516","Lockdown-Travel Surge3",1,10,11
"517","Control",1.02,10,12
"518","Lockdown-No Surge",1.02,10,12
"519","Lockdown-Travel Surge2",1.02,10,12
"520","Lockdown-Travel Surge3",1.06,10,12
"521","Control",1.04,10,13
"522","Lockdown-No Surge",1.04,10,13
"523","Lockdown-Travel Surge2",1.02,10,13
"524","Lockdown-Travel Surge3",1.06,10,13
"525","Control",1.1,10,14
"526","Lockdown-No Surge",1.08,10,14
"527","Lockdown-Travel Surge2",1.06,10,14
"528","Lockdown-Travel Surge3",1.18,10,14
"529","Control",1.2,10,15
"530","Lockdown-No Surge",1.12,10,15
"531","Lockdown-Travel Surge2",1.1,10,15
"532","Lockdown-Travel Surge3",1.36,10,15
"533","Control",1.28,10,16
"534","Lockdown-No Surge",1.16,10,16
"535","Lockdown-Travel Surge2",1.2,10,16
"536","Lockdown-Travel Surge3",1.6,10,16
"537","Control",1.84,10,17
"538","Lockdown-No Surge",1.32,10,17
"539","Lockdown-Travel Surge2",1.4,10,17
"540","Lockdown-Travel Surge3",1.84,10,17
"541","Control",2.52,10,18
"542","Lockdown-No Surge",1.56,10,18
"543","Lockdown-Travel Surge2",1.88,10,18
"544","Lockdown-Travel Surge3",2.56,10,18
"545","Control",3.48,10,19
"546","Lockdown-No Surge",1.98,10,19
"547","Lockdown-Travel Surge2",2.36,10,19
"548","Lockdown-Travel Surge3",3.12,10,19
"549","Control",4.86,10,20
"550","Lockdown-No Surge",2.38,10,20
"551","Lockdown-Travel Surge2",2.92,10,20
"552","Lockdown-Travel Surge3",3.86,10,20
"553","Control",6.26,10,21
"554","Lockdown-No Surge",2.86,10,21
"555","Lockdown-Travel Surge2",3.92,10,21
"556","Lockdown-Travel Surge3",4.62,10,21
"557","Control",7.48,10,22
"558","Lockdown-No Surge",3.66,10,22
"559","Lockdown-Travel Surge2",5.12,10,22
"560","Lockdown-Travel Surge3",5.74,10,22
"561","Control",9.04,10,23
"562","Lockdown-No Surge",4.68,10,23
"563","Lockdown-Travel Surge2",6.26,10,23
"564","Lockdown-Travel Surge3",6.94,10,23
"565","Control",10.74,10,24
"566","Lockdown-No Surge",5.46,10,24
"567","Lockdown-Travel Surge2",7.2,10,24
"568","Lockdown-Travel Surge3",7.92,10,24
"569","Control",12.94,10,25
"570","Lockdown-No Surge",6.66,10,25
"571","Lockdown-Travel Surge2",8.6,10,25
"572","Lockdown-Travel Surge3",9.32,10,25
"573","Control",15.52,10,26
"574","Lockdown-No Surge",8.04,10,26
"575","Lockdown-Travel Surge2",10.12,10,26
"576","Lockdown-Travel Surge3",10.7,10,26
"577","Control",18.76,10,27
"578","Lockdown-No Surge",9.66,10,27
"579","Lockdown-Travel Surge2",11.5,10,27
"580","Lockdown-Travel Surge3",12,10,27
"581","Control",21.84,10,28
"582","Lockdown-No Surge",11.32,10,28
"583","Lockdown-Travel Surge2",12.86,10,28
"584","Lockdown-Travel Surge3",13.58,10,28
"585","Control",24.88,10,29
"586","Lockdown-No Surge",12.76,10,29
"587","Lockdown-Travel Surge2",14.54,10,29
"588","Lockdown-Travel Surge3",15.3,10,29
"589","Control",28.44,10,30
"590","Lockdown-No Surge",14.32,10,30
"591","Lockdown-Travel Surge2",16.28,10,30
"592","Lockdown-Travel Surge3",16.94,10,30
"593","Control",31.94,10,31
"594","Lockdown-No Surge",16.16,10,31
"595","Lockdown-Travel Surge2",17.94,10,31
"596","Lockdown-Travel Surge3",18.8,10,31
"597","Control",36,10,32
"598","Lockdown-No Surge",18.48,10,32
"599","Lockdown-Travel Surge2",20.1,10,32
"600","Lockdown-Travel Surge3",20.6,10,32
"601","Control",39.62,10,33
"602","Lockdown-No Surge",20.52,10,33
"603","Lockdown-Travel Surge2",22.14,10,33
"604","Lockdown-Travel Surge3",22.74,10,33
"605","Control",43.14,10,34
"606","Lockdown-No Surge",22.58,10,34
"607","Lockdown-Travel Surge2",23.92,10,34
"608","Lockdown-Travel Surge3",24.64,10,34
"609","Control",46.36,10,35
"610","Lockdown-No Surge",24.78,10,35
"611","Lockdown-Travel Surge2",26.12,10,35
"612","Lockdown-Travel Surge3",26.58,10,35
"613","Control",49.94,10,36
"614","Lockdown-No Surge",26.98,10,36
"615","Lockdown-Travel Surge2",28.64,10,36
"616","Lockdown-Travel Surge3",28.58,10,36
"617","Control",53.1,10,37
"618","Lockdown-No Surge",29.46,10,37
"619","Lockdown-Travel Surge2",30.92,10,37
"620","Lockdown-Travel Surge3",30.8,10,37
"621","Control",56.08,10,38
"622","Lockdown-No Surge",31.66,10,38
"623","Lockdown-Travel Surge2",32.9,10,38
"624","Lockdown-Travel Surge3",32.96,10,38
"625","Control",58.56,10,39
"626","Lockdown-No Surge",33.78,10,39
"627","Lockdown-Travel Surge2",35.28,10,39
"628","Lockdown-Travel Surge3",35.5,10,39
"629","Control",61.06,10,40
"630","Lockdown-No Surge",36.04,10,40
"631","Lockdown-Travel Surge2",37.12,10,40
"632","Lockdown-Travel Surge3",37.54,10,40
"633","Control",63.92,10,41
"634","Lockdown-No Surge",38.08,10,41
"635","Lockdown-Travel Surge2",39.06,10,41
"636","Lockdown-Travel Surge3",39.58,10,41
"637","Control",66.58,10,42
"638","Lockdown-No Surge",40.02,10,42
"639","Lockdown-Travel Surge2",40.98,10,42
"640","Lockdown-Travel Surge3",41.52,10,42
"641","Control",69.34,10,43
"642","Lockdown-No Surge",42.18,10,43
"643","Lockdown-Travel Surge2",43.06,10,43
"644","Lockdown-Travel Surge3",43.14,10,43
"645","Control",71.56,10,44
"646","Lockdown-No Surge",44.1,10,44
"647","Lockdown-Travel Surge2",44.9,10,44
"648","Lockdown-Travel Surge3",45.22,10,44
"649","Control",73.88,10,45
"650","Lockdown-No Surge",46,10,45
"651","Lockdown-Travel Surge2",47.16,10,45
"652","Lockdown-Travel Surge3",47.16,10,45
"653","Control",75.9,10,46
"654","Lockdown-No Surge",47.92,10,46
"655","Lockdown-Travel Surge2",49.24,10,46
"656","Lockdown-Travel Surge3",49.02,10,46
"657","Control",77.74,10,47
